"","Day","S","E","I","R"
"151",151,81859.710791057,577.093858688115,116540.505844225,-98977.3104939705
"152",152,85316.2692184094,578.303712538155,116692.207533219,-102586.780464166
"153",153,89022.2501372748,579.494730441576,117107.931878385,-106709.676746101
"154",154,88009.4265661144,580.666747980177,117147.396989575,-105737.49030367
"155",155,86255.5301937588,581.819603042154,117501.358223697,-104338.708020498
"156",156,86290.6641418829,582.953135869789,117834.623932799,-104708.241210551
"157",157,89042.9590570354,584.067189106603,118132.433059691,-107759.459305833
"158",158,88910.8562935008,585.161607843937,118579.097370906,-108075.115272251
"159",159,87524.9410606032,586.236239666952,118549.309136316,-106660.486436586
"160",160,88245.612108383,587.290934700011,118952.80990048,-107785.712943563
"161",161,89608.7431758458,588.325545651424,119126.465833316,-109323.534554813
"162",162,90566.2456990142,589.339927857543,119324.401624717,-110479.987251589
"163",163,89524.5205201754,590.333939326168,119919.269590508,-110034.124050009
"164",164,87364.5608315357,591.30744077925,120022.795610637,-107978.663882952
"165",165,87225.4857979666,592.260295694876,120223.075429349,-108040.821523011
"166",166,88471.8141191916,593.192370348496,120004.570834241,-109069.577323781
"167",167,89849.6254651327,594.103533853387,120324.999119797,-110768.728118783
"168",168,90540.0573990877,594.99365820033,120641.97837867,-111777.029435958
"169",169,91778.3660654612,595.862618296466,120628.453552952,-113002.68223671
"170",170,90745.0129166493,596.710292003333,120954.857211546,-112296.580420198
"171",171,93074.6749714446,597.536560174039,121496.293654345,-115168.505185964
"172",172,92745.2428698768,598.341306689575,121524.748357753,-114868.332534319
"173",173,91153.9365799016,599.12441849423,121479.218116807,-113232.279115203
"174",174,89456.3308440304,599.885785630102,121805.856999187,-111862.073628848
"175",175,87533.0211353379,600.625301270676,121850.59103272,-109984.237469328
"176",176,87507.9725059101,601.342861753463,122188.15914728,-110297.474514943
"177",177,88847.2616083516,602.038366611669,122591.435482128,-112040.735457091
"178",178,87860.4848402942,602.711718604892,122473.70577455,-110936.902333449
"179",179,86970.2818651264,603.362823748818,122722.65294426,-110296.297633135
"180",180,84477.3347108445,603.991591343904,122437.433233249,-107518.759535437
"181",181,84329.4544641118,604.597934003037,122542.721578988,-107476.773977103
"182",182,83251.2118050107,605.18176767815,122856.805677215,-106713.199249904
"183",183,83577.5048266269,605.74301168578,123428.070381561,-107611.318219874
"184",184,85347.7554204367,606.281588731558,123197.916383999,-109151.953393167
"185",185,86885.8205244871,606.797424933614,123126.66671242,-110619.284661841
"186",186,85439.0673587944,607.290449844885,122945.228007681,-108991.58581632
"187",187,86260.6279570243,607.760596474321,122794.432585482,-109662.82113898
"188",188,86870.2967218664,608.207801306966,123137.275570077,-110615.780093251
"189",189,83529.5736432618,608.632004322913,123792.234443832,-107930.440091417
"190",190,85492.1174003582,609.033149015118,123724.870983581,-109826.021532954
"191",191,87727.1327433077,609.411182406066,123693.140105096,-112029.68403081
"192",192,87664.5786269381,609.766055063278,124161.455791349,-112435.800473351
"193",193,85546.4108068305,610.097721113654,123636.407406434,-109792.915934378
"194",194,85142.2976395969,610.406138256642,123684.269800676,-109436.97357853
"195",195,85078.7505202302,610.691267776225,123610.572064655,-109300.013852661
"196",196,84238.8764899454,610.953074551727,123649.792710982,-108499.622275479
"197",197,84854.5159082665,611.191527067423,123470.225441626,-108935.93287696
"198",198,85397.6966256635,611.406597420953,123361.826620609,-109370.929843693
"199",199,84810.769691038,611.598261330542,123578.126222783,-109000.494175151
"200",200,85251.4167022389,611.766498141008,123583.892373039,-109447.075573419
"201",201,83350.5294511718,611.911290828568,123252.406012301,-107214.846754302
"202",202,84556.0342787684,612.032626004438,123778.531635232,-108946.598540005
"203",203,87072.8200240886,612.130493917221,123833.19419569,-111518.144713696
"204",204,88685.924300928,612.204888454085,124071.536679696,-113369.665869078
"205",205,86233.5217558207,612.255807140731,124200.231994853,-111046.009557814
"206",206,85027.2316685903,612.283251140154,123961.694652399,-109601.20957213
"207",207,83030.0434427404,612.287225250198,124070.844237689,-107713.174905679
"208",208,85152.8489317232,612.2677378999,124094.188618298,-109859.305287921
"209",209,86563.3595127404,612.224801144635,124397.983471701,-111573.567785586
"210",210,86564.3788419451,612.158430660067,124232.346195077,-111408.883467682
"211",211,84436.646446581,612.068645734896,124340.531329784,-109389.2464221
"212",212,83421.1577260384,611.955469262426,123818.954002753,-107852.067198054
"213",213,83107.4869025998,611.818927730938,123895.830660158,-107615.136490489
"214",214,79958.5827043806,611.659051212897,124139.548016414,-104709.789772008
"215",215,83582.9697618194,611.475873352981,124466.018198736,-108660.463833908
"216",216,83354.5473447318,611.269431354946,124357.09250463,-108322.909280717
"217",217,81341.2469449195,611.039765967345,123932.741235257,-105885.027946144
"218",218,81731.0206722915,610.786921468092,123437.091916797,-105778.899510557
"219",219,79960.7464127898,610.510945647893,123964.71213259,-104535.969491028
"220",220,81178.1369992298,610.211889792555,123940.824900741,-105729.173789764
"221",221,83500.5483009356,609.889808664171,123576.933529213,-107687.371638813
"222",222,80904.5491317536,609.544760481211,123878.123715602,-105392.217607837
"223",223,78828.287598649,609.176806897513,123943.065423623,-103380.529829169
"224",224,81974.6229057641,608.786012980199,123601.105301332,-106184.514220077
"225",225,83107.9135482031,608.372447186523,123327.513823773,-107043.799819163
"226",226,87468.2338508668,607.93618133967,123311.318386657,-111387.488418864
"227",227,87906.1376103832,607.47729060351,123174.452216161,-111688.067117147
"228",228,83535.8437215349,606.995853456334,123112.118637604,-107254.958212595
"229",229,82904.3176116008,606.491951663582,123018.101027797,-106528.910591061
"230",230,85044.0244735736,605.965670249572,123070.799296413,-108720.789440236
"231",231,80437.9091394111,605.417097468263,122783.033815171,-103826.36005205
"232",232,79606.2445414132,604.84632477305,122349.530964708,-102560.621830894
"233",233,79214.7303438259,604.253446785622,122501.423025546,-102320.406816157
"234",234,81128.5640903262,603.638561263891,122437.786847734,-104169.989499325
"235",235,83276.4434546844,603.001769069023,122188.449498841,-106067.894722595
"236",236,83522.9291799954,602.343174131572,121848.166462535,-105973.438816662
"237",237,82683.8806816052,601.662883416751,122158.608551843,-105444.152116865
"238",238,83226.7749927178,600.961006888853,122006.225733953,-105833.96173356
"239",239,82843.3881086059,600.237657474838,121760.635459664,-105204.261225745
"240",240,82864.6071560741,599.492951027123,121784.847254841,-105248.947361942
"241",241,86088.207840004,598.727006285565,121246.672897189,-107933.607743478
"242",242,83179.3481510671,597.939944838691,121376.755250499,-105154.043346405
"243",243,84675.9718516228,597.131891084172,121101.081918206,-106374.185660913
"244",244,82421.4810558897,596.30297218858,120543.979090583,-103561.763118661
"245",245,78078.9023434399,595.453318046429,120423.283188446,-99097.6388499325
"246",246,82066.1443352857,594.583061238542,120660.290407246,-103321.017803771
"247",247,80872.0860640329,593.692336989759,120444.242387507,-101910.02078853
"248",248,79813.3248325709,592.781283126003,120067.513866272,-100473.619981969
"249",249,79764.3400264254,591.85004003073,120069.130999635,-100425.321066091
"250",250,85104.2146855817,590.898750600794,119690.751905094,-105385.865341277
"251",251,85988.7630470821,589.927560201732,120048.644831841,-106627.335439125
"252",252,85934.0037993204,588.936616622515,119517.940858614,-106040.881274557
"253",253,85746.0810560435,587.926070029762,119528.105854714,-105862.112980788
"254",254,86847.0426629527,586.896072921468,119559.366254489,-106993.304990363
"255",255,86821.8591375562,585.846780080245,118904.741170244,-106312.447087881
"256",256,85602.671290096,584.778348526116,118726.514556632,-104913.964195254
"257",257,85020.396267013,583.690937468879,118495.972653666,-104100.059858148
"258",258,81406.2434702239,582.584708260061,118005.387194541,-99994.2153730252
"259",259,80453.9602096482,581.459824344498,118160.80645012,-99196.2264841131
"260",260,83832.1859303325,580.316451211548,117579.383070379,-101991.885451923
"261",261,80755.1228794172,579.154756345977,117261.172381672,-98595.4500174356
"262",262,83669.0018994609,577.974909178528,117266.591351219,-101513.568159858
"263",263,80844.4513188784,576.77708103621,117132.702424274,-98553.9308241883
"264",264,77209.288181275,575.561445092311,116436.279843142,-94221.129469509
"265",265,82451.9093459672,574.328176316184,115986.68383095,-99012.9213532335
"266",266,82317.0468803954,573.077451422812,116198.12680997,-99088.2511417879
"267",267,82064.8006003814,571.809448822173,116029.62086932,-98666.2309185234
"268",268,77548.9641399782,570.524348568441,115448.118580748,-93567.6070692944
"269",269,78362.6988198313,569.222332309042,115462.768192981,-94394.6893451215
"270",270,76449.5856597511,567.90358323358,115091.111821727,-92108.6010647115
"271",271,78132.5538201171,566.568286022661,114485.724629847,-93184.8467359866
"272",272,79520.5157598465,565.216626796648,114318.887430561,-94404.6198172044
"273",273,73656.1231423324,563.848793064346,114128.719243735,-88348.6911791321
"274",274,74167.9527211503,562.464973671664,113695.109380586,-88425.5270754079
"275",275,76478.9871915646,561.065358750255,113501.325051726,-90541.3776020409
"276",276,78751.5696870214,559.650139666179,113368.982692264,-92680.2025189513
"277",277,77818.2961164538,558.219508968583,113169.507316617,-91546.0229420392
"278",278,77203.0567882321,556.773660338439,112879.881654715,-90639.7121032856
"279",279,79278.5290597992,555.312788537363,112244.142305341,-92077.9841536776
"280",280,81494.1581566824,553.837089356514,111920.306696225,-93968.3019422638
"281",281,80243.216639808,552.346759565623,111472.223192117,-92267.7865914906
"282",282,77970.9626708951,550.841996862143,111328.727050002,-89850.5317177595
"283",283,77858.862484699,549.322999820567,110874.115212761,-89282.3006972805
"284",284,81326.9793048424,547.78996784191,110480.368482822,-92355.1377555067
"285",285,82269.7304779915,546.243101103394,110519.595381987,-93335.5689610818
"286",286,78163.4432681004,544.682600508337,110258.051159404,-88966.1770280124
"287",287,76223.9424232007,543.10866763628,109780.077220653,-86547.1283114895
"288",288,77916.362137986,541.521504693364,109474.941652388,-87932.8252950669
"289",289,78049.5781095147,539.92131446297,109229.893743878,-87819.3931678553
"290",290,81570.6311647027,538.308300256648,109142.557730024,-91251.4971949834
"291",291,78975.3515437093,536.682665865346,108880.756569664,-88392.7907792383
"292",292,78262.9164740453,535.044615510963,108216.195692178,-87014.1567817338
"293",293,74096.2861223595,533.394353798232,107705.698151629,-82335.3786277867
"294",294,73947.5556832564,531.732085666957,107291.992606687,-81771.2803756104
"295",295,73444.5066956216,530.058016344621,107493.813663692,-81468.3783756582
"296",296,73228.1003983508,528.37235129937,107286.487579479,-81042.9603291295
"297",297,72690.9659750793,526.675296193403,106957.926051516,-80175.567322789
"298",298,74252.6022452369,524.967056836762,106759.60138878,-81537.1706908539
"299",299,72932.2941293693,523.247839141565,106431.81880602,-79887.3607745304
"300",300,74629.9240746485,521.51784907666,105859.710561156,-81011.1524848811
"301",301,75268.9021676743,519.777292622748,105408.660564248,-81197.3400245448
"302",302,79567.7730803052,518.026375727964,104828.275719723,-84914.0751757564
"303",303,75087.1229305175,516.265304263934,104605.320158762,-80208.7083935431
"304",304,78066.8772795267,514.494283982329,104375.738921945,-82957.1104854542
"305",305,76934.9186898059,512.713520471919,104398.118219763,-81845.7504300406
"306",306,78022.4951995057,510.923219116132,104235.173539805,-82768.5919584267
"307",307,78993.6647437509,509.123585051149,103875.35101692,-83378.1393457225
"308",308,80021.3423510193,507.314823124524,103140.821183789,-83669.4783579328
"309",309,80979.5414680654,505.497137854352,103312.022813109,-84797.0614190289
"310",310,76192.8527241287,503.670733388987,102574.016669083,-79270.5401266003
"311",311,77087.9513215714,501.835813467324,102334.383898619,-79924.171033658
"312",312,77317.0867078622,499.992581379654,101727.962897208,-79545.0421864501
"313",313,76417.888304944,498.141239929094,101182.766121378,-78098.7956662512
"314",314,76127.9224735355,496.281991393603,100820.133459555,-77444.3379244841
"315",315,78289.7161962031,494.415037488599,100605.028669419,-79389.1599031107
"316",316,79876.7748286604,492.540579330169,99992.9475007313,-80362.262908722
"317",317,77053.124334767,490.658817398891,99654.7361495866,-77198.5193017524
"318",318,74924.2155938203,488.769951504267,99812.3602378593,-75225.3457831839
"319",319,75957.5828314884,486.874180749777,99273.626094826,-75718.0831070641
"320",320,77540.3156082452,484.97170349856,98434.7201619476,-76460.0074736914
"321",321,79414.1994496861,483.062717339716,98285.890344168,-78183.1525111938
"322",322,78723.0766417554,481.147419055252,98026.3943841902,-77230.6184450009
"323",323,76716.7256431757,479.226004587658,97594.090321005,-74790.0419687683
"324",324,78805.906855201,477.298669008132,97094.7185474293,-76377.9240716384
"325",325,81810.2436006115,475.365606485442,96430.2960969837,-78715.9053040806
"326",326,78780.6756818512,473.427010255442,96412.2865120112,-75666.3892041178
"327",327,76110.9338728873,471.483072591238,95986.0058959608,-72568.4228414394
"328",328,74964.1144933362,469.533984774005,95408.1918560386,-70841.8403341489
"329",329,74207.6974096579,467.579937064456,95200.4445445631,-69875.7218912854
"330",330,74330.3445397415,465.621118674976,94856.5668369418,-69652.5324953582
"331",331,76478.9095722644,463.657717742403,94212.4859240801,-71155.0532140869
"332",332,74958.5561061178,461.689921301474,93439.1922345494,-68859.4382619686
"333",333,72991.3983970142,459.717915258927,93206.2309215657,-66657.3472338388
"334",334,72916.360447985,457.741884368262,92755.8515893443,-66129.9539216976
"335",335,74769.1729868174,455.76201220516,92519.9012093954,-67744.836208418
"336",336,74773.7842504319,453.778481143563,92298.3533394043,-67525.9160709797
"337",337,74588.1641861161,451.791472332403,91653.4626232883,-66693.4182817368
"338",338,77065.7794690611,449.801165672998,91058.0197944469,-68573.600429181
"339",339,75882.8167332111,447.807739797094,90509.4426132334,-66840.0670862415
"340",340,74060.8633444903,445.811372045566,90347.3486143536,-64854.0233308895
"341",341,71510.3286435821,443.81223844776,90255.7130817663,-62209.8539637961
"342",342,70416.1589702598,441.810513701498,89841.1933936432,-60699.1628776045
"343",343,70510.2334873972,439.806371153713,89524.490717633,-60474.5305761839
"344",344,72823.0530046569,437.799982781742,89210.7822964714,-62471.6352839101
"345",345,71181.9381461078,435.791519175246,88516.1340377386,-60133.8637030216
"346",346,72567.9533967867,433.781149518774,88296.4069599551,-61298.1415062606
"347",347,73562.7027340003,431.769041574959,87609.4656015185,-61603.9373770937
"348",348,72584.1576980318,429.755361668338,87229.6485886088,-60243.5616483089
"349",349,73133.5062785372,427.740274669806,86647.7040580912,-60208.9506112982
"350",350,71683.3763532707,425.723943981683,86048.2044305507,-58157.3047278031
"351",351,71487.8980760223,423.706531523397,85584.2120861806,-57495.8166937264
"352",352,73913.0535549208,421.688197717786,85107.2344951737,-59441.9762478123
"353",353,74522.186833357,419.669101477997,85021.9083653867,-59963.7643002217
"354",354,71626.6631504757,417.649400194992,84948.1725072676,-56992.4850579383
"355",355,73998.4614251296,415.629249725647,84374.3120814744,-58788.4027563297
"356",356,71762.7029586494,413.608804381447,83918.7417124008,-56095.0534754316
"357",357,68305.9097469869,411.588216917758,83644.7816910609,-52362.2796549656
"358",358,67765.4446081478,409.567638523679,83313.1949693088,-51488.2072159803
"359",359,69145.3732461116,407.547218812477,82608.9118838188,-52161.8323487429
"360",360,68975.7137551094,405.527105812572,82252.0536363664,-51633.2944972885
"361",361,70438.1264005059,403.5074459591,81803.4765017211,-52645.1103481861
"362",362,69653.5590872629,401.488384086014,81896.4909884078,-51951.5384597567
"363",363,68956.9637730094,399.470063418745,81327.466941118,-50683.9007775461
"364",364,71122.1519533608,397.452625567393,81283.5874650144,-52803.1920439426
"365",365,70547.7829371165,395.436210520464,80625.2245065108,-51568.4436541478
