"","Day","S","E","I","R"
"1",1,101329.199245307,54.0929698531957,946.273329572526,-2329.56554473222
"2",2,99752.777952136,98.8607269122544,1014.29404779288,-865.932726841145
"3",3,97580.0278103116,135.972147086667,1386.2047829523,897.795259649421
"4",4,97696.5122250632,166.797377356291,1007.24503886759,1129.44535871289
"5",5,99486.3102404832,192.46136851962,1084.42641116275,-763.198020165532
"6",6,100284.784071886,213.887796862776,818.485857729408,-1317.15772647856
"7",7,95620.305540889,231.835105640126,914.994892227418,3232.86446124342
"8",8,96317.0108347485,246.926083875368,1074.2189577126,2361.84412366351
"9",9,94987.9636294244,259.672143873313,1078.36802566101,3673.99620104133
"10",10,94720.572918146,270.493249346531,992.002344443619,4016.93148806385
"11",11,95035.843745013,279.734274603687,914.582605618322,3769.83937476499
"12",12,94785.387432569,287.678434837255,657.430257026245,4269.5038755675
"13",13,98009.5630046757,294.558312512803,898.361493854829,797.517188956683
"14",14,99188.9232962747,300.564910579462,921.575030937149,-411.063237791287
"15",15,100652.425739832,305.855085923298,1275.07807152741,-2233.35889728229
"16",16,102753.245085083,310.557653096054,1196.6179356768,-4260.42067385627
"17",17,102026.944566457,314.778396357113,1279.67281741571,-3621.39578022995
"18",18,96146.0741974402,318.604185410679,1171.49784632081,2363.82377082834
"19",19,97548.5599506318,322.106355220405,1060.61911026008,1068.71458388776
"20",20,96806.5523115336,325.34348156224,1217.45839887469,1650.64580802948
"21",21,99982.1930496015,328.363660404457,1375.22743791865,-1685.78414792462
"22",22,100474.109947006,331.206379856482,1008.63020410896,-1813.94653097103
"23",23,98993.8662452731,333.904057547056,1031.42530997823,-359.195612798376
"24",24,96962.5192964829,336.48330325554,945.01810699564,1755.9792932659
"25",25,96119.0765290232,338.965955917704,973.578448615892,2568.37906644321
"26",26,98041.9418315129,341.369935340831,989.30636489368,627.381868252559
"27",27,101184.260972738,343.709941749072,745.639656325109,-2273.61057081191
"28",28,100097.143309844,345.998030356945,835.832834193122,-1278.97417439404
"29",29,101905.660610545,348.244083305703,862.70727476848,-3116.61196861932
"30",30,102364.67780036,350.456197303984,1037.39490570361,-3752.52890336768
"31",31,103669.081267994,352.641002035261,909.060361700294,-4930.78263172993
"32",32,100886.690189418,354.803921702086,1196.75668388843,-2438.25079500868
"33",33,104231.686394357,356.949389866091,1163.35304553822,-5751.98882976137
"34",34,101374.562853256,359.081025927104,809.525396325992,-2543.169275509
"35",35,97945.0891909657,361.201780093683,639.708945124877,1054.00008381576
"36",36,95142.980777715,363.314052472927,444.589613260236,4049.11555655187
"37",37,96927.4929830915,365.419790901854,842.896656000632,1864.19057000598
"38",38,97189.8456467818,367.520571316785,726.049900964624,1716.58388093674
"39",39,99107.1489753513,369.617663778981,348.638149603124,174.595211266637
"40",40,101395.59446984,371.712086717721,528.935907310292,-2296.24246386766
"41",41,100779.720153294,373.804651494548,470.088256583611,-1623.61306137205
"42",42,102349.498872253,375.89599901669,587.122750743068,-3312.51762201226
