"","Day","S","E","I","R"
"1",1,100135.599712042,54.0929698531957,950.672238080577,-1140.36491997534
"2",2,99319.6024047703,98.8607269122544,966.675648577438,-385.138780260018
"3",3,98206.4119114692,135.972147086667,1138.28676969327,519.329171750848
"4",4,98238.6112673524,166.797377356291,937.472666997943,657.118688293347
"5",5,99108.0768802329,192.46136851962,967.203118348375,-267.741367100848
"6",6,99482.3559114619,213.887796862776,827.406379179874,-523.650087504563
"7",7,97125.5242587698,231.835105640126,870.506645864572,1772.13398972549
"8",8,97449.5596433678,246.926083875368,946.339675810818,1357.17459694597
"9",9,96760.919650732,259.672143873313,945.766537412782,2033.64166798193
"10",10,96603.2477566743,270.493249346531,900.867000998925,2225.39199298021
"11",11,96736.9963244761,279.734274603687,861.206834970646,2122.06256594958
"12",12,96587.929774215,287.678434837255,732.311567971415,2392.08022297629
"13",13,98176.1936984889,294.558312512803,852.978233433807,676.269755564501
"14",14,98742.036607667,300.564910579462,865.214943554381,92.1835381991098
"15",15,99449.9142482007,305.855085923298,1042.95033236967,-798.719666493686
"16",16,100476.395080182,310.557653096054,1004.99646161674,-1791.94919489457
"17",17,100089.24513679,314.778396357113,1048.0418107814,-1452.06534392808
"18",18,97124.7265769288,318.604185410679,995.672346180519,1560.99689148
"19",19,97801.7917871743,322.106355220405,942.116921161147,933.984936444151
"20",20,97406.507257976,325.34348156224,1022.55832453325,1245.59093592846
"21",21,98969.9366402311,328.363660404457,1103.57931084191,-401.879611477418
"22",22,99191.3878395987,331.206379856482,922.512865052036,-445.10708450723
"23",23,98426.6375181024,333.904057547056,936.222661694138,303.235762656445
"24",24,97386.2102376968,336.48330325554,895.398514109555,1381.90794493812
"25",25,96939.6062937029,338.965955917704,912.114761224886,1809.31298915455
"26",26,97876.0247840782,341.369935340831,922.462698456782,860.142582124235
"27",27,99422.0362186607,343.709941749072,803.154040795091,-568.900201204857
"28",28,98853.1932905779,345.998030356945,850.810118740839,-50.001439675709
"29",29,99732.0302194707,348.244083305703,866.836730129001,-947.111032905437
"30",30,99935.9780693933,350.456197303984,956.795798261185,-1243.2300649585
"31",31,100562.478855769,352.641002035261,895.266297707341,-1810.38615551194
"32",32,99145.4411698951,354.803921702086,1041.77197909671,-542.017070693866
"33",33,100791.955081382,356.949389866091,1027.74512936447,-2176.64960061228
"34",34,99337.2663563625,359.081025927104,853.521809584825,-549.869191874439
"35",35,97596.2591936013,361.201780093683,771.318027107563,1271.22099919745
"36",36,96168.7907529715,363.314052472927,676.475405283124,2791.41978927242
"37",37,97034.4882685016,365.419790901854,878.357447456235,1721.73449314029
"38",38,97138.9612723136,367.520571316785,822.673117756601,1670.84503861306
"39",39,98070.7645336462,369.617663778981,636.716010278422,922.901792296351
"40",40,99187.9935149822,371.712086717721,729.622688202746,-289.328289902636
"41",41,98852.9169795346,373.804651494548,702.965099068766,70.3132699020471
"42",42,99610.5211368546,375.89599901669,764.256504124065,-750.673639995327
"43",43,99716.534414422,377.986629819027,679.055492514041,-773.576536755097
"44",44,98565.7726513671,380.076928780539,882.742500942688,171.407918909694
"45",45,98112.9929093537,382.167185432974,721.837275652325,783.002629561038
"46",46,98794.3204883206,384.257610648451,956.157694579649,-134.735793548705
"47",47,100109.124963606,386.348350352309,991.086068279057,-1486.55938223717
"48",48,99707.8285641187,388.439496792084,909.081732192787,-1005.3497931036
"49",49,98330.1832729109,390.53109779877,952.981345129305,326.304284161038
"50",50,99136.9356145357,392.623164398654,835.66315049018,-365.221929424535
"51",51,99210.2466831673,394.715677070078,927.298396681617,-532.260756919003
"52",52,98929.6711752661,396.808590886958,991.76513963103,-318.24490578405
"53",53,97946.7180162939,398.901839747715,1161.68274826842,492.697395689913
"54",54,98525.2407044163,400.995339852864,1060.91299768996,12.8509580408963
"55",55,96399.2504024795,403.088992565348,987.686707730101,2209.97389722509
"56",56,96934.7330147599,405.182686763809,1018.84373715458,1641.2405613217
"57",57,96610.8052308485,407.276300779317,1134.61700200621,1847.30146636592
"58",58,98575.9664777476,409.369703989945,1008.76099806035,5.90282020209179
"59",59,97892.5054318421,411.4627581343,1023.40239776075,672.629412262851
"60",60,99409.4535629027,413.55531839423,949.455268805727,-772.464150102652
"61",61,97977.9672514122,415.647234287977,1160.53169204191,445.85382225789
"62",62,97906.2135553919,417.738350407667,1184.17993060287,491.868163597573
"63",63,96724.370915097,419.828507029017,1133.66398052304,1722.1365973509
"64",64,95746.9182478392,421.917540616144,1080.39311164423,2750.77109990039
"65",65,96941.9741239163,424.005284240293,1035.08386423613,1598.93672760725
"66",66,96440.8014205158,426.091567927948,887.186386926822,2245.92062462943
"67",67,96190.7009725348,428.176218951028,784.451135355951,2596.6716731582
"68",68,95394.2323758101,430.259062069613,764.050706460678,3411.45785565961
"69",69,94552.4943449904,432.339919735783,851.381687223878,4163.78404804996
"70",70,96342.7185973945,434.418612265623,996.386325375746,2226.47646496411
"71",71,94752.0522296717,436.494957985182,973.664405858257,3837.78840648482
"72",72,95385.4750789459,438.568773355165,942.290805296898,3233.665342402
"73",73,93303.8463569538,440.639873078261,1064.27184874306,5191.24192122487
"74",74,93287.4717011494,442.708070192325,1111.12841413286,5158.6918145254
"75",75,93317.4244027116,444.773176152072,973.836137527371,5263.96628360898
"76",76,92955.5906729061,446.835000901436,986.806832829227,5610.76749336327
"77",77,92356.8383904551,448.893352938399,1077.43294252079,6116.83531408568
"78",78,94250.3233830936,450.948039373743,927.08973856715,4371.63883896554
"79",79,96514.4568272605,452.998865984947,1055.15624978372,1977.3880569708
"80",80,96626.4216732686,455.045637266197,991.058762679664,1927.47392678558
"81",81,94850.7757134712,457.088156475347,1056.81624173479,3635.3198883187
"82",82,93569.2294954269,459.126225678483,1051.36513862057,4920.27914027403
"83",83,93289.816023142,461.159645792649,1131.01220866335,5118.01212240199
"84",84,94544.9380086771,463.188216627168,1209.52046071367,3782.35331398211
"85",85,94641.0649696819,465.211736923958,1099.92231787454,3793.80097551963
"86",86,92047.3599200302,467.230004397109,1013.28290307048,6472.12717250223
"87",87,91787.2735369069,469.242815771993,1104.97161588983,6638.51203143124
"88",88,91867.108626363,471.249966824109,943.841512731507,6717.79989408143
"89",89,91462.0489426524,473.25125241781,1050.67431127012,7014.02549365967
"90",90,90444.3738135139,475.246466545065,1053.5840067925,8026.79571314853
"91",91,90035.3747145929,477.23540236436,920.004149000424,8567.38573404234
"92",92,90914.0001389438,479.21785223982,1043.65733402912,7563.12467478728
"93",93,91664.4713612743,481.193607780629,1155.02587815996,6699.30915278515
"94",94,93687.251452963,483.162459880807,1162.32498057206,4667.26110658409
"95",95,93384.4236777739,485.124198759379,1106.54155396214,5023.91056950454
"96",96,93524.8716536987,487.078614000987,1334.56907202123,4653.48066027903
"97",97,92990.6773580196,489.025494596952,1092.55356664104,5427.74358074239
"98",98,92478.0105355417,490.964628986822,1070.27089090922,5960.75394456221
"99",99,92950.6203075755,492.895805100419,959.693150732662,5596.79073659142
"100",100,92467.5493914028,494.818810400388,1011.17883042134,6026.45296777551
"101",101,93121.7304449583,496.733431925251,1077.57005699893,5303.96606611747
"102",102,93003.4029631027,498.639456332991,1347.12403323792,5150.83354732643
"103",103,92002.5228731554,500.536669945132,1064.42482497291,6432.5156319266
"104",104,94245.4570368376,502.424858791341,1130.49086608265,4121.62723828845
"105",105,95012.6909572916,504.303808654535,1134.75059099102,3348.25464306284
"106",106,92879.9482563303,506.173305116485,1094.76674921708,5519.11168933618
"107",107,90566.5257765607,508.033133603913,1134.06642733076,7791.37466250461
"108",108,91000.9024683235,509.883079435072,1073.08700022978,7416.12745201166
"109",109,92031.8686129142,511.7229278668,1196.0375731466,6260.37088607245
"110",110,93850.6690778493,513.552464142028,1200.34209392669,4435.43636408201
