"","Day","S","E","I","R"
"1",1,99061.3601321031,54.0929698531957,954.631255737823,-70.0843576941496
"2",2,98929.7444121412,98.8607269122544,923.819089283537,47.5757716629968
"3",3,98770.1576025111,135.972147086667,915.160557760146,178.709692642132
"4",4,98726.5004054127,166.797377356291,874.677532315261,232.024684915757
"5",5,98767.6668560076,192.46136851962,861.702154815434,178.169620657368
"6",6,98760.1705670799,213.887796862776,835.434848485293,190.506787572033
"7",7,98480.2211048625,231.835105640126,830.467224138011,457.476565359346
"8",8,98468.8535711252,246.926083875368,831.248322099218,452.97202290018
"9",9,98356.5800699088,259.672143873313,826.42519798938,557.322588228478
"10",10,98297.6551113498,270.493249346531,818.845191898701,613.00644740494
"11",11,98268.0336459929,279.734274603687,813.168641387737,639.063438015709
"12",12,98210.2178816965,287.678434837255,799.704747822068,702.398935644203
"13",13,98326.1613229208,294.558312512803,812.133299054887,567.147065511537
"14",14,98339.8385879202,300.564910579462,814.49086490989,545.105636590467
"15",15,98367.6539057329,305.855085923298,834.035367127707,492.455641216059
"16",16,98427.2300757703,310.557653096054,832.537134962689,429.675136170966
"17",17,98345.3156500888,314.778396357113,839.573904810518,500.332048743599
"18",18,98005.5137184686,318.604185410679,837.429396054262,838.452700066485
"19",19,98029.7004400626,322.106355220405,835.464950972107,812.7282537449
"20",20,97946.4667097742,325.34348156224,847.148257625964,881.041551037547
"21",21,98058.9058717976,328.363660404457,859.095996472839,753.63447132506
"22",22,98036.9379429325,331.206379856482,845.007259900808,786.848417310191
"23",23,97916.1316636487,333.904057547056,850.540278238458,899.424000565784
"24",24,97767.5320847893,336.48330325554,850.740880512078,1045.24373144312
"25",25,97678.0830819146,338.965955917704,856.797442572981,1126.15351959475
"26",26,97726.6994413869,341.369935340831,862.303398663573,1069.62722460874
"27",27,97836.0339399914,343.709941749072,854.916986818075,965.339131441489
"28",28,97733.6382732385,345.998030356945,864.289674833785,1056.07402157079
"29",29,97775.7628675038,348.244083305703,870.55323995347,1005.43980923706
"30",30,97750.1483115232,350.456197303984,884.256601563003,1015.13888960977
"31",31,97766.5366847668,352.641002035261,882.851640113684,997.97067308425
"32",32,97578.3170523243,354.803921702086,902.285744784161,1164.59328118946
"33",33,97696.1968997039,356.949389866091,905.698004808092,1041.15570562191
"34",34,97503.6995091585,359.081025927104,893.118581517774,1244.10088339667
"35",35,97282.3121959734,361.201780093683,889.766200891979,1466.71982304097
"36",36,97092.0197307024,363.314052472927,885.172618103723,1659.49359872091
"37",37,97130.7840253707,365.419790901854,910.272159766277,1593.52402396117
"38",38,97093.1653352921,367.520571316785,909.63401286938,1629.68008052175
"39",39,97138.0185361117,369.617663778981,895.986084886191,1596.37771522309
"40",40,97201.1526556104,371.712086717721,910.240791005955,1516.89446666589
"41",41,97118.7941231513,373.804651494548,912.554257305405,1594.84696804874
"42",42,97145.4411749964,375.89599901669,923.676882166962,1554.98594381991
