"","Day","S","E","I","R"
"1",1,97505.9293349659,54.0929698531957,-47.7324145545111,2487.71010973542
"2",2,86445.3355640374,98.8607269122544,112.501817876927,13343.3018911734
"3",3,112187.501411926,135.972147086667,2597.87786842193,-14921.3514274343
"4",4,112239.52867401,166.797377356291,987.366346073154,-13393.6923974393
"5",5,93361.193944869,192.46136851962,1643.68613388023,4802.65855273113
"6",6,88858.0325412597,213.887796862776,838.911494974795,10089.1681669027
"7",7,89952.6835980372,231.835105640126,1381.55866772323,8433.92262859944
"8",8,94456.2866216498,246.926083875368,1550.80349381196,3745.98380066288
"9",9,85600.9263385224,259.672143873313,631.634757022714,13507.7667605816
"10",10,98604.244323666,270.493249346531,2400.06988930809,-1274.80746232063
"11",11,108407.899768818,279.734274603687,679.230199316764,-9366.86424273836
"12",12,100284.524071037,287.678434837255,2086.09628450164,-2658.29879037608
"13",13,102897.176238338,294.558312512803,528.444078717998,-3720.17862956919
"14",14,86387.5455134648,300.564910579462,1574.50647558104,11737.3831003747
"15",15,95362.5585370795,305.855085923298,-153.582219190914,4485.1685961881
"16",16,91846.3800020181,310.557653096054,460.403900461484,7382.6584444244
"17",17,96717.7791469696,314.778396357113,994.51166294482,1972.93079372849
"18",18,105564.208552711,318.604185410679,787.984389820336,-6670.79712794193
"19",19,94622.7648142294,322.106355220405,2839.41935246209,2215.70947808806
"20",20,108670.174165162,325.34348156224,223.835597869727,-9219.35324459443
"21",21,90669.4353543775,328.363660404457,1140.69660843754,7861.50437678048
"22",22,96412.9144597559,331.206379856482,176.602591097677,3079.27656928989
"23",23,92785.2283565101,333.904057547056,2076.56674336785,4804.30084257504
"24",24,93070.4310297385,336.48330325554,2202.8370815744,4390.24858543154
"25",25,88767.6724056286,338.965955917704,131.408845437015,10761.9527930167
"26",26,97839.2666258051,341.369935340831,662.281174400529,1157.08226445349
"27",27,85599.2040373364,343.709941749072,2016.15737950654,12040.928641408
"28",28,105553.948623779,345.998030356945,973.381554581045,-6873.32820871715
"29",29,98723.5235684328,348.244083305703,8.58290606373737,919.649442197723
"30",30,98609.3005936845,350.456197303984,2052.16035821492,-1011.91714920338
"31",31,106132.071580372,352.641002035261,615.814025255757,-7100.52660766335
"32",32,90950.0311787649,354.803921702086,812.237160641754,7882.92773889123
"33",33,106208.760391559,356.949389866091,439.63124427915,-7005.34102570397
"34",34,87057.1423533044,359.081025927104,362.214811581523,12221.561809187
"35",35,95884.5630655285,361.201780093683,2214.59296392336,1539.64219045445
"36",36,99710.4178906306,363.314052472927,794.294272227679,-868.026215331225
"37",37,93906.3841697798,365.419790901854,1393.35837928224,4334.8376600361
"38",38,99720.9293783592,367.520571316785,637.043233453015,-725.493183129029
"39",39,85093.1069623888,369.617663778981,-55.9061011076097,14593.1814749398
