"","Day","S","E","I","R"
"1",1,95159.9272120766,54.0929698531957,80192.3175417716,-75406.3377237013
"2",2,108631.579547772,98.8607269122544,147446.107096122,-156176.547370807
"3",3,96556.4704337673,135.972147086667,204923.324138198,-201615.766719052
"4",4,100945.155412606,166.797377356291,251142.153304372,-252254.106094334
"5",5,100066.396718617,192.46136851962,288775.858760008,-289034.716847145
"6",6,96353.3974583709,213.887796862776,325374.216218408,-321941.501473642
"7",7,60905.035008965,231.835105640126,347797.114804254,-308933.984918859
"8",8,93484.2905340871,246.926083875368,372846.039045343,-366577.255663305
"9",9,116960.317543382,259.672143873313,391688.069716164,-408908.059403419
"10",10,68641.1881435637,270.493249346531,408048.472179513,-376960.153572423
"11",11,85365.2680745531,279.734274603687,419915.653637748,-405560.655986905
"12",12,90952.7044772254,287.678434837255,432156.838318799,-423397.221230862
"13",13,93733.4004444905,294.558312512803,442939.706738276,-436967.665495279
"14",14,115283.182450657,300.564910579462,452406.354380483,-467990.101741719
"15",15,111790.899963446,305.855085923298,458213.839854929,-470310.594904298
"16",16,87319.0638563464,310.557653096054,467881.278959066,-455510.900468509
"17",17,103690.322839284,314.778396357113,473029.937398847,-477035.038634488
"18",18,96914.8524751948,318.604185410679,477459.41011585,-474692.866776455
"19",19,85902.8815071424,322.106355220405,485034.572735184,-471259.560597547
"20",20,82356.5875210727,325.34348156224,487376.994151397,-470058.925154032
"21",21,112138.703986895,328.363660404457,491704.565008551,-504171.632655851
"22",22,101675.775596692,331.206379856482,495668.705036835,-497675.687013384
"23",23,90048.8101996982,333.904057547056,502213.769676657,-492596.483933902
"24",24,79868.4773838629,336.48330325554,509176.82439499,-489381.785082109
"25",25,96712.1454196198,338.965955917704,507762.896629718,-504814.008005255
"26",26,112397.396727804,341.369935340831,511083.897101346,-523822.663764491
"27",27,107419.224288804,343.709941749072,516115.129492882,-523878.063723435
"28",28,115578.30592279,345.998030356945,521305.525858915,-537229.829812062
"29",29,86360.2402317973,348.244083305703,522868.273113888,-509576.757428991
"30",30,101366.011816662,350.456197303984,529434.046992111,-531150.515006077
"31",31,98191.1492594392,352.641002035261,526251.060289455,-524794.850550929
"32",32,99936.7745563411,354.803921702086,531784.643529829,-532076.222007872
"33",33,108950.77428391,356.949389866091,534153.63621387,-543461.359887646
"34",34,92693.1986312599,359.081025927104,539659.093764999,-532711.373422186
"35",35,112486.596809345,361.201780093683,542454.584527234,-555302.383116673
"36",36,118361.7731741,363.314052472927,544458.334371483,-563183.421598056
"37",37,81409.6841745932,365.419790901854,549755.624628336,-531530.728593831
"38",38,100301.498858119,367.520571316785,551252.386710117,-551921.406139553
"39",39,113081.156414837,369.617663778981,556964.135898062,-570414.909976678
"40",40,74862.6786119441,371.712086717721,559250.123245784,-534484.513944446
"41",41,97445.4335309473,373.804651494548,563193.865230548,-561013.10341299
"42",42,110167.531375938,375.89599901669,565393.934816363,-575937.362191318
"43",43,130770.054674259,377.986629819027,566815.910568073,-597963.951872151
"44",44,88588.4265207421,380.076928780539,571924.960681811,-560893.464131334
"45",45,119461.207880738,382.167185432974,575771.85486721,-595615.229933382
"46",46,57482.5208234772,384.257610648451,579561.291702007,-537428.070136133
"47",47,103964.544682241,386.348350352309,581980.390227621,-586331.283260214
"48",48,118067.720447932,388.439496792084,581825.827273767,-600281.987218492
"49",49,96179.8803896355,390.53109779877,585223.397108104,-581793.808595538
"50",50,98900.9493158216,392.623164398654,592568.77350697,-591862.34598719
