"","Day","S","E","I","R"
"1",1,98940.0854176516,54.0929698531957,953.734075173771,52.087537321477
"2",2,98869.8387356802,98.8607269122544,917.981842120012,113.318695287579
"3",3,98850.6022864925,135.972147086667,892.645435250226,120.780131170559
"4",4,98798.6554007941,166.797377356291,867.859849862889,166.687371986718
"5",5,98722.6853205491,192.46136851962,851.038100611792,233.815210319526
"6",6,98666.8318907577,213.887796862776,836.330346756132,282.949965623343
"7",7,98619.1722308124,231.835105640126,826.759119859355,322.233543688075
"8",8,98576.6073562134,246.926083875368,819.436851375577,357.029708535672
"9",9,98516.6317395949,259.672143873313,812.923008775035,410.77310775675
"10",10,98486.0803575073,270.493249346531,811.852108529903,431.574284616287
"11",11,98451.4419050923,279.734274603687,807.659596502961,461.164223801005
"12",12,98392.997518468,287.678434837255,808.898083457366,510.4259632374
"13",13,98348.8968614301,294.558312512803,807.222771820392,549.322054236664
"14",14,98279.2731131853,300.564910579462,809.875724997492,610.286251237753
"15",15,98243.5562976105,305.855085923298,809.53672012873,641.051896337443
"16",16,98191.0741885158,310.557653096054,812.904359440556,685.463798947613
"17",17,98149.6340183751,314.778396357113,816.648271958817,718.939313308925
"18",18,98113.3267292125,318.604185410679,819.804362765274,748.264722611552
"19",19,98050.4472786375,322.106355220405,826.30247155608,801.143894585989
"20",20,98020.6804870328,325.34348156224,826.853153322058,827.122878082883
"21",21,97947.9625710253,328.363660404457,832.342870998061,891.330897572195
"22",22,97906.6713971619,331.206379856482,835.515802081919,926.606420899682
"23",23,97852.6432170191,333.904057547056,842.667409049993,970.785316383884
"24",24,97803.5818853784,336.48330325554,847.588332103937,1012.34647926211
"25",25,97748.1461068455,338.965955917704,849.692084196018,1063.19585304075
"26",26,97710.2799484956,341.369935340831,855.361248209724,1092.98886795385
"27",27,97643.7306546807,343.709941749072,862.209077204062,1150.3503263662
"28",28,97619.8362117818,345.998030356945,865.930862156946,1168.23489570428
"29",29,97559.9533267164,348.244083305703,869.816341116955,1221.98624886096
"30",30,97508.7477014336,350.456197303984,877.764642375289,1263.03145888715
"31",31,97467.4447037267,352.641002035261,881.118022769777,1298.79627146822
"32",32,97395.5866024098,354.803921702086,886.687874153439,1362.92160173464
"33",33,97364.0324839039,356.949389866091,891.533871898835,1387.48425433116
"34",34,97286.3127561276,359.081025927104,896.804484961975,1457.80173298336
"35",35,97245.612041396,361.201780093683,904.675996896692,1488.51018161364
"36",36,97197.9551511113,363.314052472927,908.209108072575,1530.5216883432
"37",37,97137.1700880662,365.419790901854,914.457625765665,1582.95249526629
"38",38,97091.5873678193,367.520571316785,918.919997080451,1621.97206378349
"39",39,97018.4583944352,369.617663778981,923.486270990972,1688.43767079488
"40",40,96967.8494993595,371.712086717721,929.632399403495,1730.80601451927
"41",41,96942.7981647345,373.804651494548,935.401745646118,1747.99543812482
"42",42,96879.2063887803,375.89599901669,940.357523949274,1804.54008825376
"43",43,96823.2577578895,377.986629819027,946.021795386385,1852.7338169051
"44",44,96748.2574844942,380.076928780539,951.568320682555,1920.09726604266
"45",45,96702.3489134996,382.167185432974,959.390065986221,1956.09383508121
"46",46,96641.998481486,384.257610648451,963.224865535034,2010.51904233048
"47",47,96577.8931115223,386.348350352309,969.453888999112,2066.30464912627
"48",48,96528.3533251547,388.439496792084,974.625522969252,2108.58165508396
"49",49,96477.1587875108,390.53109779877,981.125002421086,2151.18511226936
"50",50,96436.2282470695,392.623164398654,987.177127493976,2183.97146103791
"51",51,96362.9967764202,394.715677070078,991.148354250259,2251.13919225943
"52",52,96317.5601038747,396.808590886958,999.007552990109,2286.62375224821
"53",53,96253.4887125373,398.901839747715,1002.64416596221,2344.96528175273
"54",54,96194.4353821971,400.995339852864,1007.73712295202,2396.83215499799
"55",55,96133.2248834134,403.088992565348,1014.14143609329,2449.54468792798
"56",56,96068.8098603844,405.182686763809,1019.46795472197,2506.53949812985
"57",57,96016.5067788601,407.276300779317,1026.8351174171,2549.38180294351
"58",58,95949.1489712718,409.369703989945,1033.80252991187,2607.67879482635
"59",59,95915.4037215704,411.4627581343,1038.55074047041,2634.58277982492
"60",60,95839.2808580994,413.55531839423,1042.77616140539,2704.38766210098
"61",61,95782.8473348563,415.647234287977,1048.33674103012,2753.16868982562
"62",62,95730.6741822441,417.738350407667,1055.68060053921,2795.90686680905
"63",63,95668.4460922667,419.828507029017,1060.06093147267,2851.6644692316
"64",64,95603.279320313,421.917540616144,1067.25729863119,2907.54584043969
"65",65,95520.3258557404,424.005284240293,1070.95462456061,2984.71423545874
"66",66,95465.2571191531,426.091567927948,1078.43594772415,3030.2153651948
"67",67,95407.4609484335,428.176218951028,1084.89830231673,3079.46453029873
"68",68,95346.0497773588,430.259062069613,1090.75094521059,3132.94021536097
"69",69,95288.8118646392,432.339919735783,1094.6389204274,3184.20929519765
"70",70,95198.8553820713,434.418612265623,1100.88268325776,3265.84332240533
"71",71,95155.8402670932,436.494957985182,1106.98621816175,3300.67855675986
