"","Day","S","E","I","R"
"1",1,97050.9636954266,54.0929698531957,40573.6943441801,-37678.7510094599
"2",2,103759.003202589,98.8607269122544,74182.5821727421,-78040.4461022429
"3",3,97694.633223197,135.972147086667,102906.846447316,-100737.4518176
"4",4,99862.9328611237,166.797377356291,126004.92679975,-126034.65703823
"5",5,99398.1201192999,192.46136851962,144812.919292771,-144403.500780591
"6",6,97516.6626047042,213.887796862776,163105.271559519,-160835.821961086
"7",7,79767.8889928078,231.835105640126,174311.566601878,-154311.290700326
"8",8,96033.1994930371,246.926083875368,186832.249719626,-183112.375296538
"9",9,107747.096607711,259.672143873313,196250.617382664,-204257.386134248
"10",10,83563.5553693832,270.493249346531,204429.101918534,-188263.150537263
"11",11,91901.7084892461,279.734274603687,210361.742351036,-202543.185114885
"12",12,94671.5882965432,287.678434837255,216482.015598858,-211441.282330238
"13",13,96038.1124183963,294.558312512803,221873.650855644,-218206.321586553
"14",14,106789.166184858,300.564910579462,226607.604618327,-233697.335713765
"15",15,105019.151360008,305.855085923298,229512.33122407,-234837.337670002
"16",16,92759.3044658133,310.557653096054,234347.326973311,-227417.189092221
"17",17,100920.934273203,314.778396357113,236923.174101497,-238158.886771057
"18",18,97509.1157158061,318.604185410679,239139.628480945,-236967.348382162
"19",19,91978.9525654296,322.106355220405,242929.093733623,-235230.152654273
"20",20,90181.5248627456,325.34348156224,244102.326200794,-234609.194545102
"21",21,105048.192108878,328.363660404457,246268.248096158,-251644.80386544
"22",22,99792.2206644421,331.206379856482,248252.550281415,-248375.977325714
"23",23,93954.1094953149,333.904057547056,251527.394845033,-245815.408397895
"24",24,88839.1892813868,336.48330325554,255011.301658107,-244186.974242749
"25",25,97236.1407390012,338.965955917704,254306.773851776,-251881.880546695
"26",26,105053.752232224,341.369935340831,255969.758066683,-261364.880234248
"27",27,102539.517876694,343.709941749072,258487.898959074,-261371.126777516
"28",28,106593.774597051,345.998030356945,261085.656631102,-268025.42925851
"29",29,91959.3200300968,348.244083305703,261869.619649689,-254177.183763091
"30",30,99436.6450775441,350.456197303984,265155.121841465,-264942.223116313
"31",31,97823.5128514917,352.641002035261,263566.266261585,-261742.420115112
"32",32,98670.4833533566,354.803921702086,266335.715402067,-265361.002677126
"33",33,103151.499026158,356.949389866091,267522.88671353,-271031.335129555
"34",34,94996.5842453645,359.081025927104,270278.305993921,-265633.971265213
"35",35,104867.013002791,361.201780093683,271678.755818162,-276906.970601047
"36",36,107778.186951164,363.314052472927,272683.347784395,-280824.848788032
"37",37,89275.5838642524,365.419790901854,275334.721433624,-264975.725088778
"38",38,98694.7878779822,367.520571316785,276085.841522333,-275148.149971632
"39",39,105057.768253389,369.617663778981,278944.464884508,-284371.850801676
"40",40,85921.5355860344,371.712086717721,280090.21635744,-266383.464030192
"41",41,97185.7736683614,373.804651494548,282064.853586051,-279624.431905907
"42",42,103519.537388697,375.89599901669,283167.662536934,-287063.095924648
"43",43,113793.367827391,377.986629819027,283881.432041008,-298052.786498217
"44",44,92674.9763755031,380.076928780539,286438.745796923,-279493.799101207
"45",45,108083.643383534,382.167185432974,288364.988302451,-296830.798871417
"46",46,77066.4297758242,384.257610648451,290262.508523803,-267713.195910276
"47",47,100279.425128801,386.348350352309,291474.86568686,-292140.639166013
"48",48,107302.849866264,388.439496792084,291400.397934087,-299091.687297143
